id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
45942,Chung Wah,Yes,No,3.9,196,Frazer Town,Casual Dining,"Noodles, Rolls, Mala Chicken, Momos, Chop Suey","Chinese, Thai, Momos, Vietnamese",800.00,Delivery
45947,Asaivam Restaurant,Yes,No,4,71,Indiranagar,Casual Dining,Mutton Biryani,"Chettinad, South Indian",750.00,Delivery
45949,CafSecret Alley,Yes,No,3.9,87,Indiranagar,Cafe,"Burgers, Pasta, Chicken Wings, Chicken Popcorn, Chicken Burger, Cheese Corn Balls","Cafe, Fast Food, Chinese",450.00,Delivery
45951,Lassi Shop,Yes,No,3.8,86,Indiranagar,"Dessert Parlor, Beverage Shop","Lassi, Faluda","Beverages, Juices, Ice Cream",100.00,Delivery
45953,Naachiyar's,Yes,No,3.9,120,Ulsoor,Casual Dining,"Crab Soup, Raita, Kozhi Biryani, Mutton Biryani",Chettinad,600.00,Delivery
45957,The London Shakes,Yes,No,3.4,8,Church Street,Quick Bites,NA,"Pizza, Burger, Coffee, Beverages",500.00,Delivery
45960,Shaadi Ki Biryani,Yes,No,2.8,303,Commercial Street,Casual Dining,"Mutton Biryani, Brinjal Curry, Chicken Biryani, Kheer, Hyderabadi Biryani, Raita, Kebab Platter",Biryani,500.00,Delivery
45968,Teppan Japanese Grill & Sushi Bar,Yes,No,4.3,911,Ulsoor,Casual Dining,"Sushi, Maki Roll, Jumbo Prawns, Fish, Rolls, Sashimi, Miso Soup",Japanese,2000.00,Delivery
45970,Feast India Co.,Yes,No,4.2,138,Cunningham Road,Casual Dining,"Naan, Sheermal, Phirni, Rasmalai, Chicken Tikka, Paneer Tikka, Galauti Kebab","Awadhi, Bengali, North Indian",1500.00,Delivery
45974,Grubhouse,Yes,No,4.1,338,Indiranagar,"Casual Dining, Cafe","Burgers, Pasta, Caramel Custard, Carbonara, Crispy Corn, Mutton Curry, Lemonade","Cafe, Continental",800.00,Delivery
45978,Pind Balluchi,Yes,Yes,4,1025,Brigade Road,Casual Dining,"Palak Paneer, Mango Lassi, Panner Tikka, Veg Platter, Dal Makhani, Chicken Rara, Malai Tikka","North Indian, Mughlai, Kebab",700.00,Delivery
45985,World In A Bowl,Yes,No,2.9,40,Indiranagar,Delivery,"Pasta, Butter Chicken, Fruit Bowl","Continental, North Indian, Desserts, Beverages",600.00,Delivery
45990,Charminar Kabab Paradise,Yes,No,4,106,Frazer Town,Casual Dining,"Rolls, Biryani, Chicken Roll, Chicken Kebab, Mutton Seekh Roll, Keema Roti","North Indian, Chinese, Mughlai, Kebab",500.00,Delivery
45998,Tunday Kababi,Yes,No,3.8,724,Indiranagar,Casual Dining,"Tandoori Chicken, Galauti Kebab, Mughlai Paratha, Kheer, Mutton Biryani, Rolls, Rumali Roti","Lucknowi, Mughlai",500.00,Delivery
46006,Pizza Stop,Yes,No,3.9,147,Cunningham Road,Quick Bites,"Nachos, Pasta Del Barone, Cheesy Garlic Bread, Thin Crust Pizza, Oreo Milkshake, Tortilla Chips, Manali Pizza","Pizza, Italian",600.00,Delivery
46009,Taipan,Yes,No,3.5,129,Frazer Town,Casual Dining,"Noodles, Dragon Chicken, Chop Suey","Chinese, Momos",700.00,Delivery
46025,McDonald's,Yes,No,3.7,185,Brigade Road,Quick Bites,"Burgers, Mc Spicy Chicken, Chicken Burger, Maharaja Mac","Fast Food, Burger, Beverages, Cafe, Desserts",500.00,Delivery
46029,Kanti Sweets,Yes,No,3.9,125,Indiranagar,"Dessert Parlor, Quick Bites","Rasmalai, Gulab Jamun, Pav Bhaji, Chaat, Sev Puri, Kaju Katli","Mithai, Street Food",400.00,Delivery
46031,Bite Me Cupcakes,Yes,No,4.2,631,Indiranagar,Dessert Parlor,"Cup Cake, Gooey Chocolate Cupcake, Tiramisu, Choco Cake",Desserts,300.00,Delivery
46034,Bhavani Sri,Yes,No,3,112,Indiranagar,Casual Dining,Chicken Biryani,"Chinese, North Indian",600.00,Delivery
46041,Umami & Beyond,Yes,No,3.7,24,Indiranagar,"Takeaway, Delivery",NA,"Continental, Healthy Food, Beverages",400.00,Delivery
46045,Hotel Chandrika,Yes,No,3.8,210,Cunningham Road,Casual Dining,"Thali, Filter Coffee, Vada, Rava Idli, Masala Dosa, Stuffed Kulcha, Naan","South Indian, North Indian, Chinese, Street Food",400.00,Delivery
46057,Quench & Crunch,Yes,No,3.6,24,Shanti Nagar,Beverage Shop,NA,"Beverages, Fast Food",150.00,Delivery
46087,Amande Patisserie,Yes,No,4.2,233,Lavelle Road,"Bakery, Dessert Parlor","Macaroon, Fruit Tart, Opera Cake, Belgian Dark Chocolate, Orange Tart, Eclair, Chocolate Mousse","Bakery, French, Desserts",300.00,Delivery
46089,Oh My Chaat,Yes,No,3.1,19,Frazer Town,Quick Bites,NA,Street Food,300.00,Delivery
46091,Cafe Braqa,Yes,Yes,4.1,147,Indiranagar,Cafe,"Ginger Tea, Cup Cake, Sandwich, Pasta, Pizza, Cappuccino, Cheese Sticks","Cafe, Italian, Continental, Beverages",700.00,Delivery
46097,Chantilly,Yes,No,4.1,124,Indiranagar,"Cafe, Bakery","Sandwiches, Cheesecake, Tiramisu, Blueberry Cake, Hot Chocolate, Red Velvet Cake, Brownie","Cafe, Bakery",450.00,Delivery
46108,Meat And Eat,Yes,No,3.1,74,Domlur,Quick Bites,"Burgers, Fries, Veg Burger, Wings","Fast Food, Burger",500.00,Delivery
46112,Kanteen 038,Yes,No,3.9,54,Indiranagar,Quick Bites,"Chai, Maggi, English Breakfast","Tea, Beverages, Fast Food",200.00,Delivery
46134,New Kudla Family Resturant,Yes,No,3.2,6,MG Road,Quick Bites,NA,"North Indian, Chinese",450.00,Delivery
46142,Kadamba Foodline,Yes,No,3.7,33,Ulsoor,Quick Bites,NA,"Chinese, North Indian, South Indian, Street Food",400.00,Delivery
46148,Meaza Ginger Multi Cuisine Restaurant,Yes,No,3.7,93,Indiranagar,Quick Bites,"Biryani, Chicken Curry, Kerala Parotta, Appam, Chicken Grill","North Indian, Chinese",500.00,Delivery
46165,Nossa Goa,Yes,Yes,4.1,302,Richmond Road,Casual Dining,"Breakfast Platter, Roast Chicken, Sea Food, Calamari, Waffles, Chorizo Pav, Prawn","Goan, Seafood, Konkan, Desserts",1000.00,Delivery
46168,OCEA HOTEL,Yes,No,3.7,281,Brigade Road,Casual Dining,"Sea Food, Fish, Murgh Ghee Roast, Crabmeat Soup, Jeera Rice, Prawn, Chicken Grill","North Indian, Chinese, Seafood",800.00,Delivery
46173,Container Coffee,Yes,No,3.5,12,Ulsoor,Quick Bites,NA,South Indian,200.00,Delivery
46179,Troll,Yes,No,3.8,103,Indiranagar,Dessert Parlor,"Ice Cream Roll, Oreo Ice Cream, Rolls, Chocolate Peanut Butter, Nutella Cookie","Desserts, Ice Cream",300.00,Delivery
46183,Sherlock's Cafe,Yes,No,3.6,42,Frazer Town,Cafe,NA,"Cafe, Fast Food",350.00,Delivery
46191,Kumbakonam Degree Coffee,No,No,3.8,67,Indiranagar,Quick Bites,"Filter Coffee, Mini Idlis","South Indian, Fast Food",200.00,Delivery
46201,Step Right Up,Yes,No,4.1,161,Vasanth Nagar,Cafe,"Burgers, Peri Peri Fries, Exotic Pizza, Sandwiches, Veggie Pizza, White Sauce Pasta, French Fries","Cafe, Italian",300.00,Delivery
46202,Pulimunchi,Yes,Yes,4.3,695,Indiranagar,Casual Dining,"Murgh Ghee Roast, Neer Dosa, Sea Food, Tender Coconut Souffle, Crab Ghee Roast, Fish, Prawn Ghee Roast","Mangalorean, Seafood",1000.00,Delivery
46203,Happy Belly Bakes,Yes,No,4.1,253,Frazer Town,"Bakery, Cafe","Hot Chocolate, Brownie, Chocolate Truffle, Apple Tart, Cup Cake, Macaroon, Chocolate Cake","Bakery, Cafe",350.00,Delivery
46207,The J,Yes,No,4,141,Church Street,Quick Bites,"Fried Cheese, French Fries, Maggi, Thick Shakes, Chilli Cheese Fries, Tea","Fast Food, Beverages",400.00,Delivery
46211,Paratha Plaza,Yes,No,3.7,156,Indiranagar,Quick Bites,"Paratha, Panneer Butter Masala, Dal Tadka, Shahi Paneer, Sweet Lassi, Dal Makhani, Biryani",North Indian,300.00,NA
46225,Hungry Walker,Yes,No,4,43,Indiranagar,NA,"Pasta, Coffee","Indonesian, Thai, Vietnamese, Asian, Chinese, Continental, Malaysian",400.00,Delivery
46276,Manjit Da Dhaba,Yes,No,4.3,787,Frazer Town,Quick Bites,"Lassi, Shahi Paneer, Kheer, Paneer Bhurji, Methi Paratha, Paneer Parantha, Stuffed Paratha",North Indian,300.00,Delivery
46279,House Of Seitan,Yes,No,4,38,Indiranagar,Cafe,"Burgers, Sandwich, Sandwiches, Salads","Healthy Food, Burger, Beverages, Cafe, Sandwich, Salad",700.00,Delivery
46298,Gundappa Donne Biryani,No,No,2.6,91,Indiranagar,Quick Bites,"Donne Biryani, Chilli Chicken, Chicken Guntur, Mutton Biryani, Mutton Thali, Chicken Biryani",Biryani,300.00,Delivery
46316,Vasudev Adiga's,No,No,2.5,301,MG Road,Quick Bites,"Filter Coffee, Rava Dosa, Masala Dosa, Tea, Pav Bhaji, Manchurian, Dahi Vada","South Indian, North Indian, Chinese, Street Food",250.00,Delivery
46321,Donne Biryani Mane,Yes,No,3.4,8,Wilson Garden,Quick Bites,NA,Biryani,300.00,Delivery
46355,ThrowBack - Pub & Dine,No,No,3.9,235,Langford Town,"Bar, Casual Dining","Cocktails, Pizza, French Fries","Italian, North Indian, Continental",1000.00,Delivery
46356,Retro Lounge Bar,No,Yes,3.8,110,Ulsoor,Bar,"Pepper Prawns, Fries, Chicken Biryani","North Indian, Chinese",1400.00,Delivery
46358,Cool Corner Arun Ice Cream,No,No,3.5,9,Frazer Town,Dessert Parlor,NA,"Desserts, Ice Cream",200.00,Delivery
46360,Akshaya Sambrama Veg Restaurant,No,No,3.2,14,Vasanth Nagar,Quick Bites,NA,"South Indian, Chinese",200.00,Delivery
46377,CakeZone,No,No,4.1,683,Indiranagar,Bakery,"Cup Cake, Chocolate Truffle, Chocolate Cake, Coffee, Choco Truffle, Photo Cake, Cheesecake","Bakery, Desserts",500.00,Delivery
46380,Mandarin Box,No,No,3.9,86,Church Street,Quick Bites,"Momos, Hakka Noodles, Chop Suey",Chinese,500.00,Delivery
46383,CAMP TANDOOR,Yes,No,3.7,16,Ulsoor,Quick Bites,NA,North Indian,300.00,Delivery
46385,Somilan Steak House,No,No,4.3,544,Church Street,Casual Dining,"Salads, Beef Steak, Tiramisu, Pork Chops, Crispy Pork, Chicken Salad, Wine","North Eastern, Asian, Naga, Steak, Momos",800.00,NA
46394,Raidan Restaurant,No,No,3.9,175,Frazer Town,Casual Dining,"Shawarma, Al Faham Chicken","Arabian, Chinese, Fast Food",600.00,Delivery
46398,Konark Vegetarian Restaurant,No,No,3.9,157,Lavelle Road,Casual Dining,"Chaat, Pav Bhaji, Vada, Vegetarian, Masala Dosa, Idli, Brownie","North Indian, Chinese, Continental, South Indian",600.00,Delivery
46405,Lagom Patisserie,No,No,3.4,4,Frazer Town,Bakery,NA,"Bakery, Desserts",350.00,Delivery
46408,Fresh Bites,No,No,3.3,18,Indiranagar,"Takeaway, Delivery",NA,"Fast Food, Chinese",450.00,Delivery
46415,Mel's Korner,No,No,3.7,96,Church Street,Quick Bites,"Shawarma, Burgers, Beef Burger, Potato Wedges, Vegetable Noodles, Cheese Fatayer, Garlic Fries",Fast Food,500.00,Delivery
46422,Lickity Garden,Yes,No,3.7,26,Frazer Town,Casual Dining,NA,"Continental, Mexican, Biryani, Italian, Chinese, Arabian, Steak",750.00,Delivery
46438,Shanthi Sagar Deluxe,No,No,2.7,54,Frazer Town,Casual Dining,"Masala Dosa, Coffee","South Indian, North Indian, Fast Food",500.00,Delivery
46475,Chitu's Kitchen,No,No,3.5,11,Indiranagar,Quick Bites,NA,"North Indian, Chinese",450.00,Delivery
46476,Al Sadique Restaurant,No,No,3.4,32,Frazer Town,Quick Bites,NA,"Mughlai, North Indian, Street Food",350.00,Delivery
46553,Ambur Hot Dum Biryani,No,No,3.1,7,Ulsoor,Quick Bites,NA,Biryani,300.00,Delivery
46594,Dunkin' Donuts,Yes,No,4,1087,Brigade Road,"Quick Bites, Dessert Parlor","Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Desserts, Cafe, Beverages, Burger, Fast Food",550.00,Desserts
46613,The Bengaluru Brasserie - Hyatt Centric MG Road,No,Yes,4.1,126,Ulsoor,Casual Dining,"Cocktails, Burgers, Chicken Chunks, Crispy Chicken, Cheesecake","Continental, Asian, North Indian, South Indian",2000.00,Desserts
46617,Amma's Pastries,No,No,4,104,Ulsoor,Dessert Parlor,"Burgers, Cheesecake","Bakery, Desserts",400.00,Desserts
46618,XO Belgian Waffle,Yes,No,4.5,222,Brigade Road,Food Court,"Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450.00,NA
46645,Banchharam,No,No,3.9,67,Ulsoor,Quick Bites,"Rasgulla, Mishti Doi, Samosa, Kheer Kadam, Veg Cutlet, Rasmalai","Street Food, Mithai",200.00,Desserts
46648,Kanti Sweets,Yes,No,3.9,104,Brigade Road,"Sweet Shop, Quick Bites","Chaat, Sandwiches, Rasmalai","Mithai, Street Food",400.00,Desserts
46649,Sreeraj Lassi Bar,Yes,No,3.9,75,Shivajinagar,"Dessert Parlor, Beverage Shop","Faluda, Sweet Lassi, Fruit Salad, Mango Lassi, Kulfi","Beverages, Desserts, Juices",150.00,NA
46695,Ibaco,Yes,No,4,94,Brigade Road,Dessert Parlor,Italian Wonder,Desserts,300.00,NA
46706,Thom's Bakery,No,No,4.1,215,Frazer Town,"Bakery, Quick Bites","Plum Cake, Burgers, Sandwiches, Donut, Mutton Samosa, Sponge Cake, Baked Bread","Bakery, Fast Food",200.00,Desserts
46715,Luna Sweets,No,No,3.6,20,Frazer Town,Sweet Shop,NA,"Mithai, Street Food",100.00,Desserts
46716,Bhikaram Chandmal Bhujiawala,No,No,3,43,Indiranagar,Quick Bites,NA,Street Food,200.00,Desserts
46722,KC Das - Sweet Bite,No,No,3.5,22,Frazer Town,"Sweet Shop, Quick Bites",NA,"Mithai, Street Food",200.00,Desserts
46756,RS Shiv Sagar,No,No,4.1,268,MG Road,Casual Dining,"Biryani, Roti, Sweet Corn Soup, Pav Bhaji, Broccoli Soup, Masala Dosa, Manchow Soup","North Indian, Mexican, Continental, Street Food",600.00,Dine-out
46761,Ice - Taj MG Road Bengaluru,No,Yes,4.1,613,MG Road,Club,"Cocktails, Paneer Tikka, Beer",Continental,2800.00,Dine-out
46778,Pizza Hut,Yes,No,3.6,37,MG Road,Casual Dining,Pizza,"Pizza, Fast Food",750.00,Dine-out
46780,Cafe Coffee Day The Lounge,No,No,3.7,30,MG Road,Cafe,NA,"Cafe, Fast Food",900.00,Dine-out
46784,Italia - The Park Bangalore,No,No,3.8,84,MG Road,Fine Dining,"Pasta, Pizza, Wine, Tiramisu, Spaghetti, Salad, Ravioli",Italian,2500.00,Dine-out
46797,McDonald's,Yes,No,3.9,119,MG Road,Quick Bites,"Burgers, French Fries, Maharaja Chicken Burger, Mc Flurry","Fast Food, Burger",500.00,Dine-out
46812,Chutney Chang,Yes,Yes,4.2,4752,Church Street,Casual Dining,"Chaat, Chocolate Wonton, Apple Pie, Raj Kachori, Caramel Custard, Momos, Chicken Curry","North Indian, Chinese, BBQ",1500.00,NA
46910,Watson's,No,Yes,4.2,1430,Ulsoor,Pub,"Beer, Mocktails, Cocktails, Margherita Pizza, Supreme Pizza, Fish Chilli, Margarita","Finger Food, North Indian",1300.00,NA
46935,Carnival de Goa,Yes,Yes,4.2,986,Ulsoor,"Casual Dining, Bar","Sea Food, Spicy Crab Soup, Cocktails, Squid Fry, Prawn Curry, Lobster, Fish Curry","Goan, Mangalorean, Pizza",1000.00,Dine-out
46942,Republic Of Noodles - Lemon Tree Premier,No,Yes,4.5,556,Ulsoor,Casual Dining,"Noodles, Kaffir Lime, Spring Roll, Long Island Iced Tea, Yellow Thai Curry, Vanilla Ice Cream, Jasmine Rice","Malaysian, Singaporean, Thai",1800.00,Dine-out
46987,Guzzlers Inn,No,No,3.9,952,Brigade Road,Pub,"Beer, Manchurian, Kabab Platter, Chips, Lager, Chilli Chicken, Sandwiches","North Indian, Chinese",1100.00,Dine-out
46991,Mangalore pearl - Seafood Restaurant,Yes,No,4.3,99,Ulsoor,Casual Dining,"Sea Food, Murgh Ghee Roast, Chicken Lollipop, Biryani, Fish Fry, Neer Dosa, Bread Pudding","Mangalorean, Seafood",550.00,Dine-out
46994,Indian Durbar - Conrad Bengaluru,No,Yes,3.7,57,Ulsoor,Fine Dining,Biryani,North Indian,3000.00,Dine-out
47005,Chung Wah,Yes,No,4,363,Residency Road,Casual Dining,"Jasmine Tea, Spring Roll, Golden Fried Prawns, Momos, Hakka Noodles, Hunan Chicken Gravy, Drunken Chicken Wings","Chinese, Thai, Momos, Vietnamese",1000.00,Dine-out
47008,Matsuri - The Chancery Hotel,No,Yes,4.4,185,Lavelle Road,"Casual Dining, Bar","Squid Rings, Udon Noodle, Miso Soup, Tempura Prawns, Sushi Platter, Fish, Egg Custard",Japanese,1800.00,Dine-out
47011,Kabab Korner,Yes,No,3.9,207,St. Marks Road,Casual Dining,"Rolls, Chilli Chicken, Biryani, Seekh Kebab, Naan, Rumali Roti, Burgers","North Indian, Chinese, Fast Food",650.00,Dine-out
47031,Palmgrove,No,No,4,228,Residency Road,Casual Dining,"Masala Dosa, Naan, Vada, Pongal, Grape Juice, Kulcha, Filter Coffee","North Indian, South Indian, Chinese, Juices",700.00,Dine-out
47041,Sagar Delicacy,Yes,No,3.9,88,Ulsoor,Casual Dining,"Handi Biryani, Sandwich, Paneer Manchurian","North Indian, Chinese, Fast Food, Street Food",500.00,Dine-out
47048,Woody's,No,No,2.5,434,Commercial Street,Casual Dining,"Maddur Vada, Idli, Thali, Tea, Butter Masala Dosa, Filter Coffee, Cheese Dosa","Chinese, South Indian, North Indian",650.00,Dine-out
47054,Downtown,No,No,3.7,298,Residency Road,Pub,"Beer, Pepper Chicken, Cocktails, Masala Peanuts, French Fries","North Indian, Continental",1000.00,Dine-out
47056,The Ritz-Carlton Bar - The Ritz-Carlton,No,No,4,95,Residency Road,Lounge,Decor,Finger Food,2000.00,Dine-out
47059,Slounge - Lemon Tree Premier,No,Yes,4,64,Ulsoor,Lounge,Pool Table,Finger Food,1500.00,Dine-out
47064,Yak's Kitchen,No,No,4,166,Brigade Road,Quick Bites,"Noodles, Thukpa, Chowmein, Beef Momos, Veg Momos, Cheese Momos","Chinese, Tibetan, Momos",400.00,Dine-out
47086,Liquid Lounge - Hyatt Centric MG Road,No,Yes,4.1,100,Ulsoor,Lounge,Cocktails,"Finger Food, Continental, Chinese",2400.00,Dine-out
47138,No 10 Fort Cochin,Yes,Yes,3.8,197,St. Marks Road,Casual Dining,"Fish, Thali, Egg Roast, Buttermilk, Kerala Parotta, Paratha, Kadala Curry","Biryani, Kerala, Seafood, South Indian",800.00,Dine-out
47239,Tayabbs,No,No,3.7,71,Ulsoor,Quick Bites,"Rolls, Beda Roti, Afghan Chicken, Reshmi Kebab, Chicken Tikka Roll","Rolls, North Indian, Fast Food",500.00,Dine-out
47244,Five Star Chicken,Yes,No,3.5,27,Ulsoor,Quick Bites,NA,"Fast Food, Burger",300.00,Dine-out
47258,Khan Saheb Grills and Rolls,Yes,No,3.4,26,Langford Town,Quick Bites,NA,"Fast Food, Rolls",400.00,Dine-out
47359,MDP Coffee House,No,No,3.6,16,Commercial Street,Quick Bites,NA,South Indian,200.00,Dine-out
47384,Peace Restaurant,Yes,No,2.9,111,Shanti Nagar,Casual Dining,"Thukpa, Hakka Noodles","Chinese, Tibetan, North Indian",500.00,Dine-out
47392,Sendhoor Coffee,No,No,3.9,54,Indiranagar,Quick Bites,"Tea, Tomato Rice, Vada, Pongal, Filter Coffee, Idli, Biryani","Coffee, South Indian",200.00,Dine-out
47393,Ta'aam,Yes,No,4.1,405,Cunningham Road,Casual Dining,"Laham Mandi, Mutton Chops, Biryani, Mutton Soup, Naan, Paneer Tikka, Jeera Rice","North Indian, Mughlai, Arabian, Chinese",750.00,Dine-out
47398,Mint Masala,No,No,2.8,255,Infantry Road,Casual Dining,"Salads, Mint Masala, Breakfast Buffet, Pasta, Spring Roll, Lunch Buffet, Roti","North Indian, Chinese",1000.00,Dine-out
47402,Maratha Darshan,No,No,4,109,Cunningham Road,Quick Bites,"Biryani, Buttermilk, Mutton Fry, Mutton Curry, Thali","Maharashtrian, North Indian",400.00,NA
47411,Pathaan Sir,Yes,No,3.4,157,Indiranagar,Quick Bites,"Rolls, French Fries, Chicken Momo, Roti, Pulpy Grape Juice, Mutton Keema, Chicken Kebab","Rolls, Chinese",300.00,Dine-out
47412,The Chennai Express,No,No,3.8,171,Indiranagar,Quick Bites,"Idli, Filter Coffee, Vada Curry, Podi Dosa, Sweet Pongal","South Indian, Chinese, North Indian",250.00,Dine-out
47415,Sanman Veg,No,No,3.5,14,Cunningham Road,Quick Bites,NA,"South Indian, North Indian, Chinese",250.00,Dine-out
47417,Indira Darshini,No,No,3.1,6,Cunningham Road,Quick Bites,NA,"South Indian, Chinese",200.00,Dine-out
47423,Shahi Kabab,No,No,3.9,41,Frazer Town,Quick Bites,NA,Rolls,200.00,Dine-out
47442,Ambur Dum Biriyani,No,No,3.1,11,Indiranagar,Quick Bites,NA,"Biryani, Kebab",150.00,Dine-out
47469,Rahhams,Yes,No,2.8,157,Cunningham Road,Casual Dining,"Mutton Biryani, Mutton Chops, Ghee Rice, Pahadi Kebab, Butter Naan","Mughlai, North Indian, Chinese",700.00,Dine-out
47623,Sunny's,No,Yes,4.1,1343,Lavelle Road,"Casual Dining, Bar","Penne Pasta, Pizza, Cocktails, Salads, Risotto, Sea Food, Crab Cake","European, Italian, Seafood, Continental",2100.00,Pubs and bars
47690,Chapter One Bar | Maiin,No,Yes,4.2,997,New BEL Road,"Bar, Casual Dining","Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken","Continental, Italian, North Indian",1400.00,NA
47692,Hunan,No,Yes,4,820,New BEL Road,Casual Dining,"Rice Noodles, Dragon Chicken, Momos, Clear Soup, Hakka Noodles, Chop Suey, Salad","Chinese, Thai, Momos",1100.00,Buffet
47693,My Place - Gokulam Grand Hotel & Spa,No,Yes,4.2,426,New BEL Road,"Casual Dining, Lounge","Paratha, Butter Chicken, Burgers, Sunday Brunch, Cocktails, Akki Rottis, Pasta","Continental, Asian, South Indian, North Indian",1800.00,Buffet
47698,Grubbery,Yes,No,4.1,638,New BEL Road,Cafe,"Burgers, Chicken Skewer, Waffles, Pancakes, Pesto Pasta, Coffee, Sandwiches","Cafe, American, Asian, European, Steak, Salad, Desserts",700.00,Cafes
47700,Burp,Yes,Yes,4,608,New BEL Road,Cafe,"Burgers, Chicken Soup, Minestrone Soup, Pasta, Au Gratin, Veggie Pizza, Chicken Burger","Cafe, Mexican, Italian, Pizza",800.00,Cafes
47705,Andy's Caf,No,No,3.1,12,New BEL Road,Cafe,NA,"Cafe, Beverages, Fast Food",300.00,Cafes
47707,Prana,Yes,No,4,239,New BEL Road,Cafe,"Coffee, Appam, Kadala Curry, Onion Pakoda, Paneer Roll, Sweet Pongal, Kokum Juice","Cafe, Healthy Food, South Indian",500.00,Cafes
47708,Kargeens,Yes,No,3.9,365,New BEL Road,Cafe,"Chocolate Milkshake, Mocktails, Burgers, Nachos, Virgin Mojito, Fries, Pizza","Cafe, Italian, Pizza, Continental",900.00,Cafes
47709,Ember The Calabash,Yes,No,4.1,670,New BEL Road,Cafe,"Spicy Crispy Corn, Mocktails, Chicken Wings, Pasta, Virgin Mojito, Pizza, Blueberry Mojito","Cafe, Italian, Continental, Beverages",800.00,Cafes
47710,THE BEL ST.,No,No,3.9,523,New BEL Road,"Cafe, Casual Dining","Pizza, Coffee, Pasta, Nachos, Mocktails, Fish, Sandwich","Cafe, Italian, American, Continental",1100.00,Cafes
47716,Chaiywaala Da Dhaba,Yes,No,3.7,67,New BEL Road,Cafe,"Ginger Chai, Pakoda, Tea, Paneer Thali, Chole Bhature","Cafe, Tea",250.00,Cafes
47718,The Banana Kick,Yes,No,3.3,9,New BEL Road,Cafe,NA,"Cafe, Beverages",600.00,Cafes
47719,Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,No,No,3.3,6,New BEL Road,"Cafe, Bakery",NA,"Cafe, Bakery",400.00,Cafes
47720,Brewbakes,No,No,3.3,7,New BEL Road,Cafe,NA,"Cafe, Pizza, Italian, Sandwich",450.00,Cafes
47727,Leon Grill,Yes,No,4,336,New BEL Road,Quick Bites,"Burgers, Peri Peri Chicken, Salad, Nachos, Peri Peri Wings, Chicken Fries, Salads","Fast Food, Healthy Food",500.00,Delivery
47728,Behrouz Biryani,Yes,No,4.1,187,Sahakara Nagar,Delivery,"Gulab Jamun, Raita, Mutton Biryani",Biryani,650.00,Delivery
47732,Keventers,Yes,No,3.9,17,Sahakara Nagar,"Beverage Shop, Dessert Parlor",NA,"Desserts, Beverages, Ice Cream",400.00,Delivery
47734,Flavors of North,Yes,No,3.3,240,New BEL Road,Quick Bites,"Malai Kofta, Fries, Chicken Biryani, Stuffed Kulcha","North Indian, Chinese, Biryani",400.00,Delivery
47735,Tasty Box,Yes,No,3,29,Sanjay Nagar,Quick Bites,NA,"North Indian, Chinese, Seafood",500.00,Delivery
47737,New Oottupura Restaurant,Yes,No,3.5,226,New BEL Road,Quick Bites,"Kerala Parotta, Shawarma",Kerala,300.00,Delivery
47739,New Agarwal Bhavan,Yes,No,4.1,254,Yeshwantpur,"Quick Bites, Sweet Shop","Badam Milk, Chaat, Sandwich, Noodles, Ghee Dosa, Paratha, Masala Dosa","North Indian, Chinese, Street Food, Mithai",400.00,Delivery
47740,Paradise,Yes,No,4,1586,New BEL Road,Casual Dining,"Hyderabadi Biryani, Mutton Biryani, Chicken Biryani, Vegetable Biryani, Faluda, Kalmi Kabab, Chicken Kebab","Biryani, North Indian, Kebab",800.00,Delivery
47741,The Good Bowl,Yes,No,3.8,33,Sanjay Nagar,"Takeaway, Delivery",Omelette,"Italian, North Indian, Biryani",500.00,Delivery
47744,Sumadhura Foods,Yes,No,3.5,108,Sahakara Nagar,Quick Bites,NA,"North Indian, Fast Food",300.00,Delivery
47745,Auntie Fung's,Yes,No,4.2,578,New BEL Road,Casual Dining,"Khau Suey, Burmese Khao Suey, Hakka Noodles, Chicken Satay, Vietnamese Pho, Momos, Yaki Tori","Asian, Chinese",600.00,Delivery
47746,Mughlai Azam,Yes,Yes,4,117,New BEL Road,Casual Dining,"Dal Makhani, Roti, Adrak Ke Panje, Mocktails, Paratha, Lal Maans, Paneer Malai Tikka","Mughlai, Biryani, North Indian",1400.00,Delivery
47747,Cafe Nosh,Yes,No,4.2,583,Sahakara Nagar,Cafe,"Pasta Arrabiata, Pizza, Salsa, Burgers, Crispy Chicken Salad, Chicken Jumbo Burger, Nachos","Cafe, Continental, Steak",500.00,Delivery
47751,Faasos,Yes,No,3.8,204,Sahakara Nagar,Delivery,"Rolls, Sabudana Vada, Chicken Wrap, Meatballs, Chicken Overload, Biryani, Veggie Wrap","North Indian, Biryani, Fast Food",500.00,Delivery
47753,Udupi South Saviruchi,Yes,No,3.7,15,Jalahalli,Quick Bites,NA,"South Indian, North Indian, Chinese, Street Food",250.00,Delivery
47754,Natural Veg,Yes,No,3.1,22,Sanjay Nagar,Quick Bites,NA,"North Indian, Street Food",250.00,Delivery
